epoch,train_loss,train_cls,train_disp,val_loss,val_cls,val_disp,P@1,R@1,F1@1,P@2,R@2,F1@2,P@3,R@3,F1@3,GT,Pred,best_F1@1,train_s,eval_s,lr
277,0.000300,0.000009,0.029118,0.514808,0.425311,8.949725,0.1134,0.1211,0.1171,0.2101,0.2242,0.2169,0.2815,0.3004,0.2907,223,238,0.1712,1.1,0.0,0.000015
278,0.000295,0.000009,0.028642,0.515631,0.426198,8.943337,0.1213,0.1300,0.1255,0.2134,0.2287,0.2208,0.2845,0.3049,0.2944,223,239,0.1712,1.1,0.0,0.000014
279,0.000292,0.000008,0.028403,0.518512,0.429201,8.931058,0.1181,0.1256,0.1217,0.2110,0.2242,0.2174,0.2827,0.3004,0.2913,223,237,0.1712,1.1,0.0,0.000014
280,0.000294,0.000008,0.028517,0.516098,0.426632,8.946634,0.1203,0.1300,0.1250,0.2116,0.2287,0.2198,0.2822,0.3049,0.2931,223,241,0.1712,1.1,0.0,0.000013
281,0.000286,0.000008,0.027789,0.517411,0.428324,8.908719,0.1213,0.1300,0.1255,0.2092,0.2242,0.2165,0.2803,0.3004,0.2900,223,239,0.1712,1.1,0.0,0.000013
282,0.000290,0.000009,0.028104,0.516685,0.427555,8.912953,0.1191,0.1256,0.1223,0.2128,0.2242,0.2183,0.2851,0.3004,0.2926,223,235,0.1712,1.1,0.0,0.000013
283,0.000292,0.000008,0.028432,0.516355,0.427099,8.925606,0.1176,0.1256,0.1215,0.2101,0.2242,0.2169,0.2815,0.3004,0.2907,223,238,0.1712,1.1,0.0,0.000013
284,0.000284,0.000007,0.027646,0.515288,0.425861,8.942678,0.1230,0.1345,0.1285,0.2131,0.2332,0.2227,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000012
285,0.000287,0.000009,0.027791,0.516295,0.426894,8.940137,0.1181,0.1256,0.1217,0.2110,0.2242,0.2174,0.2827,0.3004,0.2913,223,237,0.1712,1.1,0.0,0.000012
286,0.000292,0.000007,0.028422,0.516734,0.427472,8.926165,0.1234,0.1300,0.1266,0.2170,0.2287,0.2227,0.2894,0.3049,0.2969,223,235,0.1712,1.1,0.0,0.000012
287,0.000285,0.000008,0.027711,0.517205,0.427990,8.921455,0.1292,0.1390,0.1339,0.2167,0.2332,0.2246,0.2875,0.3094,0.2981,223,240,0.1712,1.1,0.0,0.000012
288,0.000286,0.000007,0.027879,0.516080,0.426945,8.913442,0.1250,0.1345,0.1296,0.2167,0.2332,0.2246,0.2875,0.3094,0.2981,223,240,0.1712,1.1,0.0,0.000011
289,0.000287,0.000009,0.027875,0.516106,0.426873,8.923254,0.1255,0.1345,0.1299,0.2134,0.2287,0.2208,0.2845,0.3049,0.2944,223,239,0.1712,1.1,0.0,0.000011
290,0.000286,0.000007,0.027875,0.514442,0.425226,8.921608,0.1152,0.1256,0.1202,0.2099,0.2287,0.2189,0.2840,0.3094,0.2961,223,243,0.1712,1.1,0.0,0.000011
291,0.000286,0.000007,0.027840,0.515142,0.425984,8.915744,0.1270,0.1390,0.1328,0.2172,0.2377,0.2270,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000011
292,0.000284,0.000007,0.027741,0.516190,0.427056,8.913433,0.1261,0.1345,0.1302,0.2143,0.2287,0.2213,0.2857,0.3049,0.2950,223,238,0.1712,1.1,0.0,0.000011
293,0.000281,0.000008,0.027264,0.515954,0.426803,8.915126,0.1130,0.1211,0.1169,0.2050,0.2197,0.2121,0.2845,0.3049,0.2944,223,239,0.1712,1.1,0.0,0.000011
294,0.000285,0.000008,0.027714,0.518316,0.429155,8.916092,0.1181,0.1256,0.1217,0.2110,0.2242,0.2174,0.2827,0.3004,0.2913,223,237,0.1712,1.1,0.0,0.000010
295,0.000286,0.000009,0.027668,0.514713,0.425502,8.921101,0.1229,0.1300,0.1264,0.2076,0.2197,0.2135,0.2881,0.3049,0.2963,223,236,0.1712,1.1,0.0,0.000010
296,0.000284,0.000007,0.027690,0.518455,0.429326,8.912902,0.1191,0.1256,0.1223,0.2085,0.2197,0.2140,0.2851,0.3004,0.2926,223,235,0.1712,1.1,0.0,0.000010
297,0.000284,0.000008,0.027626,0.517478,0.428287,8.919096,0.1229,0.1300,0.1264,0.2119,0.2242,0.2179,0.2839,0.3004,0.2919,223,236,0.1712,1.1,0.0,0.000010
298,0.000282,0.000007,0.027487,0.516659,0.427328,8.933174,0.1167,0.1256,0.1210,0.2083,0.2242,0.2160,0.2792,0.3004,0.2894,223,240,0.1712,1.1,0.0,0.000010
299,0.000277,0.000007,0.027040,0.516046,0.426720,8.932619,0.1230,0.1345,0.1285,0.2172,0.2377,0.2270,0.2869,0.3139,0.2998,223,244,0.1712,1.1,0.0,0.000010
300,0.000284,0.000009,0.027485,0.516920,0.427615,8.930477,0.1245,0.1345,0.1293,0.2116,0.2287,0.2198,0.2822,0.3049,0.2931,223,241,0.1712,1.1,0.0,0.000010
